,datatype,image,mask,confound,session,subject,task,template,fds_mean_raw,fds_mean_scrubbed,dice,qc,reason
628,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UGM2006/ses-1/func/sub-UGM2006_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UGM2006/ses-1/func/sub-UGM2006_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UGM2006/ses-1/func/sub-UGM2006_ses-1_task-rest_desc-confounds_timeseries.tsv,1,UGM2006,rest,MNI152NLin2009cAsym,0.1628455008461847,0.1628455008461847,0.9088683176185055,pass,
629,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UGM2909/anat/sub-UGM2909_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UGM2909/anat/sub-UGM2909_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,,UGM2909,,MNI152NLin2009cAsym,,,0.989639784255811,fail,anat dice 0.989639784255811 < 0.99
630,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UGM2909/ses-1/func/sub-UGM2909_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UGM2909/ses-1/func/sub-UGM2909_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UGM2909/ses-1/func/sub-UGM2909_ses-1_task-rest_desc-confounds_timeseries.tsv,1,UGM2909,rest,MNI152NLin2009cAsym,0.1320632198393574,0.12335518877551019,0.9189364461738002,pass,
631,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UGM3747/anat/sub-UGM3747_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UGM3747/anat/sub-UGM3747_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,,UGM3747,,MNI152NLin2009cAsym,,,0.9899343439606866,fail,anat dice 0.9899343439606866 < 0.99
632,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UGM3747/ses-1/func/sub-UGM3747_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UGM3747/ses-1/func/sub-UGM3747_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UGM3747/ses-1/func/sub-UGM3747_ses-1_task-rest_desc-confounds_timeseries.tsv,1,UGM3747,rest,MNI152NLin2009cAsym,0.14608934084449798,0.14608934084449798,0.9084923307145529,pass,
633,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UGM3747/ses-2/func/sub-UGM3747_ses-2_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UGM3747/ses-2/func/sub-UGM3747_ses-2_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UGM3747/ses-2/func/sub-UGM3747_ses-2_task-rest_desc-confounds_timeseries.tsv,2,UGM3747,rest,MNI152NLin2009cAsym,0.11436314647253008,0.11436314647253008,0.8980229807367354,pass,
634,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UGM6559/anat/sub-UGM6559_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UGM6559/anat/sub-UGM6559_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,,UGM6559,,MNI152NLin2009cAsym,,,0.9910091414002293,pass,
635,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UGM6559/ses-1/func/sub-UGM6559_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UGM6559/ses-1/func/sub-UGM6559_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UGM6559/ses-1/func/sub-UGM6559_ses-1_task-rest_desc-confounds_timeseries.tsv,1,UGM6559,rest,MNI152NLin2009cAsym,0.1328465390763052,0.13284653907630517,0.9275800828783792,pass,
636,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UGM8657/anat/sub-UGM8657_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UGM8657/anat/sub-UGM8657_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,,UGM8657,,MNI152NLin2009cAsym,,,0.9909924014919153,pass,
637,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UGM8657/ses-1/func/sub-UGM8657_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UGM8657/ses-1/func/sub-UGM8657_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UGM8657/ses-1/func/sub-UGM8657_ses-1_task-rest_desc-confounds_timeseries.tsv,1,UGM8657,rest,MNI152NLin2009cAsym,0.12029506721204816,0.12029506721204816,0.9133399920524965,pass,
638,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UGM8657/ses-2/func/sub-UGM8657_ses-2_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UGM8657/ses-2/func/sub-UGM8657_ses-2_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UGM8657/ses-2/func/sub-UGM8657_ses-2_task-rest_desc-confounds_timeseries.tsv,2,UGM8657,rest,MNI152NLin2009cAsym,0.16970201010522087,0.1475745837292181,0.9123424719294102,pass,
639,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UHN4960/ses-1/anat/sub-UHN4960_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UHN4960/ses-1/anat/sub-UHN4960_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,UHN4960,,MNI152NLin2009cAsym,,,0.9920313150102711,pass,
640,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UHN4960/ses-1/func/sub-UHN4960_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UHN4960/ses-1/func/sub-UHN4960_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UHN4960/ses-1/func/sub-UHN4960_ses-1_task-rest_desc-confounds_timeseries.tsv,1,UHN4960,rest,MNI152NLin2009cAsym,0.6845113830923696,0.20022793596774194,0.9439349446577818,pass,
641,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UHN6918/ses-1/anat/sub-UHN6918_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UHN6918/ses-1/anat/sub-UHN6918_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,UHN6918,,MNI152NLin2009cAsym,,,0.9865817180405045,fail,anat dice 0.9865817180405045 < 0.99
642,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UHN6918/ses-1/func/sub-UHN6918_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UHN6918/ses-1/func/sub-UHN6918_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UHN6918/ses-1/func/sub-UHN6918_ses-1_task-rest_desc-confounds_timeseries.tsv,1,UHN6918,rest,MNI152NLin2009cAsym,0.1481340611084337,0.14403475188663958,0.9215362558109224,pass,
643,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA0040/ses-1/anat/sub-UOA0040_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA0040/ses-1/anat/sub-UOA0040_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,UOA0040,,MNI152NLin2009cAsym,,,0.9911930200435635,pass,
644,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA0040/ses-1/func/sub-UOA0040_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA0040/ses-1/func/sub-UOA0040_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA0040/ses-1/func/sub-UOA0040_ses-1_task-rest_desc-confounds_timeseries.tsv,1,UOA0040,rest,MNI152NLin2009cAsym,0.24078474920481927,0.17073033635585586,0.9326357671213303,pass,
645,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA0473/ses-1/anat/sub-UOA0473_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA0473/ses-1/anat/sub-UOA0473_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,UOA0473,,MNI152NLin2009cAsym,,,0.9912521200151302,pass,
646,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA0473/ses-1/func/sub-UOA0473_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA0473/ses-1/func/sub-UOA0473_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA0473/ses-1/func/sub-UOA0473_ses-1_task-rest_desc-confounds_timeseries.tsv,1,UOA0473,rest,MNI152NLin2009cAsym,0.16617925896385538,0.158018071355102,0.9123974749860437,pass,
647,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA0485/ses-1/anat/sub-UOA0485_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA0485/ses-1/anat/sub-UOA0485_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,UOA0485,,MNI152NLin2009cAsym,,,0.990184524313891,pass,
648,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA0485/ses-1/func/sub-UOA0485_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA0485/ses-1/func/sub-UOA0485_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA0485/ses-1/func/sub-UOA0485_ses-1_task-rest_desc-confounds_timeseries.tsv,1,UOA0485,rest,MNI152NLin2009cAsym,0.3540112091863454,0.2774755618946342,0.9148077605965717,pass,
649,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA0617/ses-1/anat/sub-UOA0617_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA0617/ses-1/anat/sub-UOA0617_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,UOA0617,,MNI152NLin2009cAsym,,,0.9895621509709841,fail,anat dice 0.9895621509709841 < 0.99
650,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA0617/ses-1/func/sub-UOA0617_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA0617/ses-1/func/sub-UOA0617_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA0617/ses-1/func/sub-UOA0617_ses-1_task-rest_desc-confounds_timeseries.tsv,1,UOA0617,rest,MNI152NLin2009cAsym,0.0960922501283627,0.0960922501283627,0.9379078832584282,pass,
651,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA0745/ses-1/anat/sub-UOA0745_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA0745/ses-1/anat/sub-UOA0745_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,UOA0745,,MNI152NLin2009cAsym,,,0.9891650896562826,fail,anat dice 0.9891650896562826 < 0.99
652,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA0745/ses-1/func/sub-UOA0745_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA0745/ses-1/func/sub-UOA0745_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA0745/ses-1/func/sub-UOA0745_ses-1_task-rest_desc-confounds_timeseries.tsv,1,UOA0745,rest,MNI152NLin2009cAsym,0.11315128357228911,0.10624124977620965,0.9285909593026436,pass,
653,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA0750/ses-1/anat/sub-UOA0750_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA0750/ses-1/anat/sub-UOA0750_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,UOA0750,,MNI152NLin2009cAsym,,,0.9919364141753081,pass,
654,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA0750/ses-1/func/sub-UOA0750_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA0750/ses-1/func/sub-UOA0750_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA0750/ses-1/func/sub-UOA0750_ses-1_task-rest_desc-confounds_timeseries.tsv,1,UOA0750,rest,MNI152NLin2009cAsym,0.2236125367004016,0.21370975119173552,0.9190848938286554,pass,
655,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA1199/ses-1/anat/sub-UOA1199_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA1199/ses-1/anat/sub-UOA1199_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,UOA1199,,MNI152NLin2009cAsym,,,0.9914624532894712,pass,
656,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA1199/ses-1/func/sub-UOA1199_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA1199/ses-1/func/sub-UOA1199_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA1199/ses-1/func/sub-UOA1199_ses-1_task-rest_desc-confounds_timeseries.tsv,1,UOA1199,rest,MNI152NLin2009cAsym,0.1988120089060241,0.19718942144193546,0.9389781409285406,pass,
657,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA1414/ses-1/anat/sub-UOA1414_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA1414/ses-1/anat/sub-UOA1414_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,UOA1414,,MNI152NLin2009cAsym,,,0.9899395174163605,fail,anat dice 0.9899395174163605 < 0.99
658,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA1414/ses-1/func/sub-UOA1414_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA1414/ses-1/func/sub-UOA1414_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA1414/ses-1/func/sub-UOA1414_ses-1_task-rest_desc-confounds_timeseries.tsv,1,UOA1414,rest,MNI152NLin2009cAsym,0.1846033804578313,0.17849607383739835,0.9213823458915303,pass,
659,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA1449/ses-1/anat/sub-UOA1449_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA1449/ses-1/anat/sub-UOA1449_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,UOA1449,,MNI152NLin2009cAsym,,,0.9904163271019025,pass,
660,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA1449/ses-1/func/sub-UOA1449_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA1449/ses-1/func/sub-UOA1449_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA1449/ses-1/func/sub-UOA1449_ses-1_task-rest_desc-confounds_timeseries.tsv,1,UOA1449,rest,MNI152NLin2009cAsym,0.19432643264538152,0.18493218896584357,0.917613728522151,pass,
661,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA1699/ses-1/anat/sub-UOA1699_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA1699/ses-1/anat/sub-UOA1699_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,UOA1699,,MNI152NLin2009cAsym,,,0.9907751451645198,pass,
662,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA1699/ses-1/func/sub-UOA1699_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA1699/ses-1/func/sub-UOA1699_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA1699/ses-1/func/sub-UOA1699_ses-1_task-rest_desc-confounds_timeseries.tsv,1,UOA1699,rest,MNI152NLin2009cAsym,0.40207859823694786,0.25459940416120225,0.9180249799770548,pass,
663,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA1907/ses-1/anat/sub-UOA1907_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA1907/ses-1/anat/sub-UOA1907_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,UOA1907,,MNI152NLin2009cAsym,,,0.98986443992171,fail,anat dice 0.98986443992171 < 0.99
664,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA1907/ses-1/func/sub-UOA1907_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA1907/ses-1/func/sub-UOA1907_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA1907/ses-1/func/sub-UOA1907_ses-1_task-rest_desc-confounds_timeseries.tsv,1,UOA1907,rest,MNI152NLin2009cAsym,0.17175649181201977,0.1702479915773908,0.9107106484707497,pass,
665,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA2082/ses-1/anat/sub-UOA2082_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA2082/ses-1/anat/sub-UOA2082_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,UOA2082,,MNI152NLin2009cAsym,,,0.990191760052718,pass,
666,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA2082/ses-1/func/sub-UOA2082_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA2082/ses-1/func/sub-UOA2082_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA2082/ses-1/func/sub-UOA2082_ses-1_task-rest_desc-confounds_timeseries.tsv,1,UOA2082,rest,MNI152NLin2009cAsym,0.17389290490945655,0.17389290490945652,0.9340208911807484,pass,
667,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA2239/ses-1/anat/sub-UOA2239_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA2239/ses-1/anat/sub-UOA2239_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,UOA2239,,MNI152NLin2009cAsym,,,0.9915669261479121,pass,
668,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA2239/ses-1/func/sub-UOA2239_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA2239/ses-1/func/sub-UOA2239_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA2239/ses-1/func/sub-UOA2239_ses-1_task-rest_desc-confounds_timeseries.tsv,1,UOA2239,rest,MNI152NLin2009cAsym,0.1838472098080321,0.16106542067866103,0.9257928141488513,pass,
669,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA2307/ses-1/anat/sub-UOA2307_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA2307/ses-1/anat/sub-UOA2307_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,UOA2307,,MNI152NLin2009cAsym,,,0.9912692283581352,pass,
670,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA2307/ses-1/func/sub-UOA2307_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA2307/ses-1/func/sub-UOA2307_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA2307/ses-1/func/sub-UOA2307_ses-1_task-rest_desc-confounds_timeseries.tsv,1,UOA2307,rest,MNI152NLin2009cAsym,0.10571703166265056,0.10571703166265056,0.9358568767292409,pass,
671,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA2743/ses-1/anat/sub-UOA2743_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA2743/ses-1/anat/sub-UOA2743_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,UOA2743,,MNI152NLin2009cAsym,,,0.9890793111417346,fail,anat dice 0.9890793111417346 < 0.99
672,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA2743/ses-1/func/sub-UOA2743_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA2743/ses-1/func/sub-UOA2743_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA2743/ses-1/func/sub-UOA2743_ses-1_task-rest_desc-confounds_timeseries.tsv,1,UOA2743,rest,MNI152NLin2009cAsym,0.22821789038192766,0.14713698492368418,0.9325099443992704,pass,
673,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA3063/ses-1/anat/sub-UOA3063_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA3063/ses-1/anat/sub-UOA3063_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,UOA3063,,MNI152NLin2009cAsym,,,0.9910504393175836,pass,
674,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA3063/ses-1/func/sub-UOA3063_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA3063/ses-1/func/sub-UOA3063_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA3063/ses-1/func/sub-UOA3063_ses-1_task-rest_desc-confounds_timeseries.tsv,1,UOA3063,rest,MNI152NLin2009cAsym,0.4165439618072289,0.3104917122988506,0.9117208693880615,fail,fds_mean_scrubbed 0.3104917122988506mm > 0.3mm; 
675,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA3474/ses-1/anat/sub-UOA3474_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-UOA3474/ses-1/anat/sub-UOA3474_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,UOA3474,,MNI152NLin2009cAsym,,,0.9888411043663546,fail,anat dice 0.9888411043663546 < 0.99
